# source: DXY @ https://3g.dxy.cn/newh5/view/pneumonia
# update: 2020-03-02 18:13:48 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|67103|2803||
Guangdong|1350|7||
Shandong|758|6||
Sichuan|538|3||
Zhejiang|1206|1||
Hunan|1018|4||
Beijing|414|8|北京卫健委未明确大部分治愈与死亡病例的分区归属，因此北京市下辖分区的现存确诊暂无法获取。|
Chongqing|576|6||
Heilongjiang|480|13||
Anhui|990|6||
Jiangsu|631|0||
Jiangxi|935|1||
Hong Kong|98|2||
Guangxi|252|2||
Fujian|296|1||
Henan|1272|22|部分治愈或死亡病例省级卫健委未明确其市区归属，归入待明确地区。|
Shanghai|337|3|部分治愈或死亡病例省级卫健委未明确其市区归属，归入待明确地区。|
Guizhou|146|2||
Taiwan|41|1||
Shaanxi|245|1|部分治愈或死亡病例省级卫健委未明确其市区归属，归入待明确地区。|
Tianjin|136|3||
Inner Mongolia|75|0||
Liaoning|122|1||
Shanxi|133|0||
Hebei|318|6||
Jilin|93|1||
Hainan|168|5||
Xinjiang|76|3||
Ningxia|74|0||
Gansu|91|2||
Yunnan|174|2||
Macau|10|0||
Qinghai|18|0||
Tibet|1|0||
CHINA TOTAL|80175|2915||
