# source: DXY @ https://3g.dxy.cn/newh5/view/pneumonia
# update: 2020-02-29 11:57:09 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|66337|2727||
Guangdong|1349|7|部分治愈病例省级卫健委未明确市区归属。因此省份现存确诊≠下辖市区现存确诊之和。|
Shandong|756|6||
Zhejiang|1205|1||
Sichuan|538|3||
Hunan|1018|4||
Heilongjiang|480|13||
Chongqing|576|6||
Anhui|990|6||
Beijing|411|8|部分治愈和死亡病例省级卫健委未明确市区归属。因此省份现存确诊≠下辖市区现存确诊之和。|
Jiangxi|935|1||
Jiangsu|631|0||
Henan|1272|21|部分治愈和死亡病例省级卫健委未明确市区归属。因此省份现存确诊≠下辖市区现存确诊之和。|
Guangxi|252|2||
Hong Kong|94|2||
Shanghai|337|3|部分死亡病例省级卫健委未明确市区归属。因此上海市现存确诊≠下辖分区现存确诊之和。|
Fujian|296|1|部分治愈病例省级卫健委未明确市区归属。因此省份现存确诊≠下辖市区现存确诊之和。|
Shaanxi|245|1|部分治愈病例省级卫健委未明确市区归属。因此省份现存确诊≠下辖市区现存确诊之和。|
Hebei|318|6||
Guizhou|146|2||
Inner Mongolia|75|0||
Tianjin|136|3||
Hainan|168|5||
Liaoning|121|1|部分治愈病例尚未明确市区归属。因此省份现存确诊≠下辖市区现存确诊之和。|
Taiwan|34|1||
Shanxi|133|0||
Xinjiang|76|3||
Jilin|93|1||
Yunnan|174|2||
Gansu|91|2||
Ningxia|73|0||
Macau|10|0||
Qinghai|18|0||
Tibet|1|0||
CHINA TOTAL|79389|2838||
