# source: DXY @ https://3g.dxy.cn/newh5/view/pneumonia
# update: 2020-03-04 20:56:17 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|67332|2871||
Shandong|758|6||
Guangdong|1350|7||
Sichuan|538|3||
Beijing|417|8|北京卫健委未明确大部分治愈与死亡病例的分区归属，因此北京市下辖分区的现存确诊暂无法获取。|
Hunan|1018|4||
Zhejiang|1213|1|丽水：确诊病例含 8 例境外输入病例；浙江：累计治愈病例不含外省治愈病例 12 例（杭州市）。|
Heilongjiang|480|13||
Chongqing|576|6||
Hong Kong|102|2||
Jiangsu|631|0||
Jiangxi|935|1||
Guangxi|252|2||
Shanghai|338|3|部分治愈或死亡病例省级卫健委未明确其市区归属，归入待明确地区。|
Guizhou|146|2||
Taiwan|42|1||
Anhui|990|6||
Shaanxi|245|1|部分治愈或死亡病例省级卫健委未明确其市区归属，归入待明确地区。|
Fujian|296|1||
Liaoning|125|1||
Henan|1272|22|部分治愈或死亡病例省级卫健委未明确其市区归属，归入待明确地区。|
Inner Mongolia|75|1||
Hebei|318|6||
Tianjin|136|3|部分治愈或死亡病例省级卫健委未明确其市区归属，归入待明确地区。|
Shanxi|133|0||
Ningxia|75|0||
Jilin|93|1||
Hainan|168|5||
Xinjiang|76|3||
Yunnan|174|2||
Gansu|91|2||
Macau|10|0||
Qinghai|18|0||
Tibet|1|0||
CHINA TOTAL|80424|2984||
