# source: DXY @ https://3g.dxy.cn/newh5/view/pneumonia
# update: 2020-03-11 16:37:51 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|67773|3046||
Beijing|435|8|北京卫健委未明确大部分治愈与死亡病例的分区归属，因此北京市下辖分区的现存确诊暂无法获取。|
Guangdong|1353|8|深圳：确诊病例含2例境外输入病例；东莞：确诊病例含1例境外输入病例|
Hong Kong|120|3||
Sichuan|539|3||
Gansu|125|2||
Heilongjiang|482|13||
Shandong|760|6||
Taiwan|48|1||
Zhejiang|1215|1|丽水：确诊病例含 8 例境外输入病例；湖州：确诊病例含 2例境外输入病例。浙江：累计治愈病例不含外省治愈病例 12 例（杭州市）。|
Chongqing|576|6||
Shanghai|344|3|部分治愈或死亡病例省级卫健委未明确其市区归属，归入待明确地区。|
Hunan|1018|4||
Guangxi|252|2||
Shaanxi|245|1||
Liaoning|125|1||
Guizhou|146|2||
Hebei|318|6||
Jiangsu|631|0||
Ningxia|75|0||
Hainan|168|6||
Inner Mongolia|75|1||
Henan|1273|22||
Jiangxi|935|1||
Yunnan|174|2||
Tianjin|136|3|部分治愈或死亡病例省级卫健委未明确其市区归属，归入待明确地区。|
Shanxi|133|0||
Jilin|93|1||
Anhui|990|6||
Fujian|296|1||
Xinjiang|76|3||
Qinghai|18|0||
Macau|10|0||
Tibet|1|0||
CHINA TOTAL|80958|3162||
