# source: DXY @ https://3g.dxy.cn/newh5/view/pneumonia
# update: 2020-03-18 09:17:47 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|67800|3122||
Beijing|458|8|北京卫健委未明确大部分治愈与死亡病例的分区归属，因此北京市下辖分区的现存确诊暂无法获取。|
Hong Kong|167|4||
Taiwan|77|1||
Guangdong|1369|8|深圳：确诊病例含6例境外输入病例；东莞：确诊病例含1例境外输入病例；中山：确诊病例含2例境外输入病例；广州：含4例境外输入病例；佛山：含1例境外输入病例；|
Gansu|133|2||
Shanghai|361|3|部分治愈或死亡病例省级卫健委未明确其市区归属，归入待明确地区。|
Sichuan|540|3||
Zhejiang|1232|1|2月10日通报核减的12例在浙江省治愈的外省病例，根据国家最新要求重新纳入累计病例。|
Heilongjiang|482|13||
Shandong|761|7||
Shaanxi|246|3||
Liaoning|125|1||
Macau|13|0|确诊病例中含1例境外输入病例|
Hebei|318|6||
Yunnan|176|2||
Henan|1273|22||
Guangxi|253|2||
Hainan|168|6||
Guizhou|147|2|3 月 17 日贵阳市新增 1 例境外输入无症状感染者|
Inner Mongolia|75|1||
Hunan|1018|4||
Anhui|990|6||
Jiangxi|935|1||
Jiangsu|631|0||
Chongqing|576|6||
Fujian|296|1||
Tianjin|136|3||
Shanxi|133|0||
Jilin|93|1||
Xinjiang|76|3||
Ningxia|75|0||
Qinghai|18|0||
Tibet|1|0||
CHINA TOTAL|81152|3242||
